Policy_ID,Customer_ID,First_Name,Last_Name,Age,Gender,State,Vehicle_Make,Vehicle_Model,Vehicle_Year,Policy_Type,Coverage_Level,Annual_Premium,Deductible,Policy_Status,Claim_Count,Last_Claim_Amount,Credit_Score_Range,Policy_Start_Date,Policy_End_Date
P00475,C00475,Olivia,Anderson,45,Female,FL,Hyundai,Elantra,2023,Personal Auto,Liability Only,1339.24,750,Active,1,13962.78,Very Good,2024-06-30,2025-06-30
P00476,C00476,Evelyn,Jones,47,Male,WA,Toyota,Camry,2021,Personal Auto,Collision,1505.74,1000,Active,0,0.0,Very Good,2024-02-08,2025-02-07
P00477,C00477,Isabella,Brown,51,Male,NV,Kia,Sportage,2020,Commercial Auto,Full Coverage,815.31,500,Cancelled,1,12689.4,Good,2024-11-18,2025-11-18
P00478,C00478,Evelyn,Anderson,26,Male,TX,Honda,Civic,2018,Commercial Auto,Liability Only,1549.73,750,Active,0,0.0,Very Good,2024-03-04,2025-03-04
P00479,C00479,Evelyn,Johnson,26,Female,AZ,BMW,3 Series,2018,Personal Auto,Comprehensive,1962.27,1000,Active,3,12055.69,Poor,2024-07-25,2025-07-25
P00480,C00480,Lucas,Anderson,65,Female,NY,Nissan,Altima,2017,Commercial Auto,Collision,2465.99,250,Expired,3,12907.79,Poor,2024-05-27,2025-05-27
P00481,C00481,Charlotte,Garcia,31,Female,TX,BMW,3 Series,2015,Commercial Auto,Liability Only,2215.29,250,Cancelled,0,0.0,Fair,2024-11-17,2025-11-17
P00482,C00482,Lucas,Jones,38,Female,CA,Honda,Civic,2023,Personal Auto,Full Coverage,1113.91,250,Cancelled,2,960.07,Good,2024-12-28,2025-12-28
P00483,C00483,Ava,Anderson,41,Female,IL,Tesla,Model 3,2018,Personal Auto,Collision,2077.74,500,Cancelled,1,5947.78,Very Good,2024-05-14,2025-05-14
P00484,C00484,Evelyn,Taylor,58,Female,GA,Nissan,Altima,2020,Personal Auto,Collision,2260.01,500,Expired,3,3869.46,Very Good,2024-10-19,2025-10-19
P00485,C00485,Sophia,Garcia,61,Female,AZ,Hyundai,Elantra,2020,Commercial Auto,Comprehensive,1186.12,750,Expired,1,14114.43,Poor,2024-05-03,2025-05-03
P00486,C00486,Noah,Smith,27,Male,TX,BMW,3 Series,2017,Personal Auto,Collision,1700.9,1000,Cancelled,2,2642.91,Very Good,2024-01-01,2024-12-31
P00487,C00487,James,Davis,28,Female,FL,Chevrolet,Malibu,2019,Personal Auto,Collision,918.13,750,Active,0,0.0,Poor,2024-03-21,2025-03-21
P00488,C00488,William,Rodriguez,64,Female,TX,Audi,A4,2024,Commercial Auto,Comprehensive,2405.84,750,Active,2,9503.32,Good,2024-09-29,2025-09-29
P00489,C00489,Emma,Taylor,71,Male,AZ,Tesla,Model 3,2021,Personal Auto,Liability Only,1298.47,1000,Cancelled,3,6371.19,Good,2024-04-16,2025-04-16
P00490,C00490,Sophia,Wilson,52,Male,IL,Tesla,Model 3,2016,Commercial Auto,Comprehensive,1261.03,250,Expired,3,9983.67,Poor,2024-10-06,2025-10-06
P00491,C00491,Charlotte,Rodriguez,48,Male,TX,Kia,Sportage,2019,Personal Auto,Comprehensive,2021.99,500,Cancelled,2,2004.11,Poor,2024-11-15,2025-11-15
P00492,C00492,Harper,Smith,46,Male,NV,Honda,Civic,2019,Personal Auto,Comprehensive,1581.22,1000,Cancelled,2,4711.03,Fair,2024-04-23,2025-04-23
P00493,C00493,Henry,Garcia,69,Female,WA,Audi,A4,2016,Commercial Auto,Collision,1309.68,750,Active,1,4050.17,Poor,2024-03-30,2025-03-30
P00494,C00494,Henry,Johnson,46,Female,NC,Nissan,Altima,2016,Commercial Auto,Collision,924.99,1000,Active,3,1131.36,Fair,2024-02-18,2025-02-17
P00495,C00495,Henry,Davis,69,Male,TX,Hyundai,Elantra,2016,Personal Auto,Collision,1975.41,500,Expired,1,6867.93,Good,2024-12-30,2025-12-30
P00496,C00496,Charlotte,Rodriguez,30,Male,TX,Audi,A4,2022,Commercial Auto,Collision,2362.06,1000,Cancelled,0,0.0,Excellent,2024-03-18,2025-03-18
P00497,C00497,Michael,Thomas,66,Male,AZ,Toyota,Camry,2015,Commercial Auto,Collision,2402.07,500,Active,2,14949.92,Good,2024-04-14,2025-04-14
P00498,C00498,Charlotte,Miller,25,Female,TX,Chevrolet,Malibu,2021,Commercial Auto,Full Coverage,951.94,250,Cancelled,1,6151.23,Good,2024-09-03,2025-09-03
P00499,C00499,Evelyn,Thomas,69,Male,IL,BMW,3 Series,2023,Personal Auto,Liability Only,2361.34,500,Active,1,12795.71,Excellent,2024-03-19,2025-03-19
P00500,C00500,Harper,Brown,62,Male,GA,Tesla,Model 3,2016,Commercial Auto,Full Coverage,1406.55,500,Cancelled,1,14040.74,Poor,2024-04-23,2025-04-23
